tested_ids,most_possible_action,most_possible_action_cf,second_possible_action,second_possible_action_cf,third_possible_action,third_possible_action_cf,ground_truth_action
586,ActionUnlock-dumbbell_6-key_5,0.9,ActionNodHead-agent_1,0.5,ActionMoveToAttention-agent_1,0.1,agent_2-actionputdown-chess_3
587,ActionRotateTo-key_5,0.9,ActionPutOnto-box_4-box_4,0.5,ActionWait,0.1,agent_2-actionplay-chess_3
588,ActionPutOnto-key_4-key_4,0.9,ActionObserveAgent-agent_1,0.5,ActionPointTo-key_4,0.1,agent_2-actionspeak-hello!
589,ActionUnlock-box_3-box_3,0.9,ActionPlay-box_3-agent_1,0.5,ActionNodHead-agent_1,0.1,agent_2-actionrotateto-agent_1
590,ActionShakeHead-agent_1,0.9,ActionSpeak-Thank you!,0.5,ActionMoveToAttention-agent_1,0.1,agent_2-actionspeak-hello!
591,ActionNodHead-agent_1,0.9,ActionWait,0.5,ActionObserveAgent-agent_1,0.1,agent_2-actionspeak-hello!
592,ActionSpeak-Hello!,0.9,ActionClose-box_3,0.5,ActionSpeak-Thank you!,0.1,agent_2-actionpointto-key_4
593,ActionMoveToAttention-agent_1,0.9,ActionWaveHand-agent_1,0.5,ActionPutOnto-box_3-box_3,0.1,agent_2-actionmoveto-key_4
594,ActionFollowPointing-agent_1,0.9,ActionWaveHand-agent_1,0.5,ActionMoveToAttention-agent_1,0.1,agent_2-actionnodhead
595,ActionOpen-box_3,0.9,ActionPutDown-key_4,0.5,ActionPlay-box_3-agent_1,0.1,agent_2-actionpointto-key_4
596,ActionPointTo-box_3,0.9,ActionPutInto-key_4-key_4,0.5,ActionPutInto-key_4-key_4,0.1,agent_2-actiongrab-key_4
597,ActionMoveToAttention-agent_1,0.9,ActionRotateTo-key_4,0.5,ActionMoveTo-key_4,0.1,agent_2-actionmoveto-box_3
598,ActionUnlock-key_3-key_3,0.9,ActionClose-key_3,0.5,ActionNodHead,0.1,agent_1-actionopen-box_5
599,ActionPlay-box_8,0.9,ActionPlay-box_4,0.5,ActionPutOnto-box_8-key_3,0.1,agent_1-actiongrab-key_3
600,ActionGrab-box_5,0.9,ActionWaveHand,0.5,ActionPointTo-box_5,0.1,agent_1-actionmoveto-box_4
601,ActionGrab-box_8,0.9,ActionObserveAgent,0.5,ActionPutDown-key_3,0.1,agent_1-actionunlock-box_4
602,ActionSmash-box_8,0.9,ActionPlay-box_4,0.5,ActionMoveToAttention,0.1,agent_1-actionopen-box_4
603,ActionOpen-chess_3,0.9,ActionObserveAgent-agent_2,0.5,ActionPlay-chess_3-agent_2,0.1,agent_1-actionpointto-chess_3
604,ActionWait,0.9,ActionObserveAgent-agent_2,0.5,ActionSmash-chess_3,0.1,agent_1-actionmoveto-chess_3
605,ActionPutOnto-chess_3-chess_3,0.9,ActionObserveAgent-agent_2,0.5,ActionPerform-eat,0.1,agent_1-actionspeak-hello!
606,ActionPutDown-chess_3,0.9,ActionPutDown-chess_3,0.5,ActionObserveAgent-agent_2,0.1,agent_1-actionwavehand
607,ActionObserveAgent-agent_2,0.9,ActionWaveHand-agent_2,0.5,ActionPutOnto-chess_3-chess_3,0.1,agent_1-actiongrab-chess_3
608,ActionFollowPointing-agent_2,0.9,ActionUnlock-chess_3-chess_3,0.5,ActionPutInto-chess_3-chess_3,0.1,agent_1-actionnodhead
609,ActionGrab-chess_3,0.9,ActionGiveTo-chess_3-agent_2,0.5,ActionMoveTo-agent_2,0.1,agent_1-actionmoveto-agent_2
610,ActionPlay-chess_3-agent_2,0.9,ActionPerform-eat,0.5,ActionSpeak-Thank you!,0.1,agent_1-actionplay-chess_3
611,ActionGrab-key_6,0.9,ActionShakeHead,0.5,ActionSpeak-Hello!,0.1,agent_2-actiongrab-key_6
612,ActionMoveToAttention,0.9,ActionEat-chess_3,0.5,ActionPerform-eat,0.1,agent_2-actionmoveto-box_5
613,ActionPutDown-box_5,0.9,ActionSmash-chess_3,0.5,ActionGrab-box_5,0.1,agent_2-actionunlock-box_5
614,ActionPointTo-chess_3,0.9,ActionPutOnto-key_6-table_4,0.5,ActionWait,0.1,agent_2-actiongrab-chess_3
615,ActionRotateTo-agent_1,0.9,ActionEat-key_6,0.5,ActionUnlock-box_7-chess_3,0.1,"agent_2-actionrotateto-[462.0, -252.0000000000001]"
616,ActionPointTo-chess_3,0.9,ActionPlay-chess_9-agent_1,0.5,ActionSpeak-Hello!,0.1,agent_2-actionmoveto-table_4
617,ActionObserveAgent-agent_1,0.9,ActionRotateTo-chess_3,0.5,ActionPointTo-chess_3,0.1,agent_2-actionputonto-chess_3
618,ActionObserveAgent-agent_1,0.9,ActionPerform-drink,0.5,ActionShakeHead-agent_1,0.1,agent_2-actionspeak-hello!
619,ActionPutDown-box_5,0.9,ActionWaveHand-agent_1,0.5,ActionPutOnto-box_5-key_4,0.1,agent_2-actionspeak-hello!
620,ActionGiveTo-key_4-agent_1,0.9,ActionWait,0.5,ActionPutDown-key_4,0.1,agent_2-actionpointto-box_5
621,ActionSmash-box_5,0.9,ActionWait,0.5,ActionPutDown-key_4,0.1,agent_2-actionspeak-thank you!
622,ActionUnlock-key_4-key_4,0.9,ActionPerform-drink,0.5,ActionPlay-key_4-agent_1,0.1,agent_2-actionpointto-box_5
623,ActionGiveTo-box_5-agent_1,0.9,ActionEat-key_4,0.5,ActionUnlock-key_4-key_4,0.1,agent_2-actionwait
624,ActionEat-key_4,0.9,ActionSmash-key_4,0.5,ActionOpen-box_5,0.1,agent_2-actionnodhead
625,ActionMoveTo-box_5,0.9,ActionMoveTo-key_4,0.5,ActionShakeHead-agent_1,0.1,agent_2-actionwait
626,ActionPointTo-box_5,0.9,ActionShakeHead-agent_1,0.5,ActionWaveHand-agent_1,0.1,agent_2-actionwait
627,ActionMoveTo-agent_1,0.9,ActionEat-key_5,0.5,ActionSpeak-Thank you!,0.1,agent_2-actionmoveto-key_5
628,ActionSpeak-Hello!,0.9,ActionMoveTo-box_4,0.5,ActionGiveTo-key_5-agent_1,0.1,agent_2-actiongrab-key_5
629,ActionPointTo-box_4,0.9,ActionPutDown-box_4,0.5,ActionPutOnto-key_5-box_4,0.1,agent_2-actionmoveto-box_4
630,ActionMoveTo-agent_1,0.9,ActionPutInto-key_5-box_4,0.5,ActionSmash-box_4,0.1,agent_2-actionunlock-box_4
631,ActionNodHead-agent_1,0.9,ActionGrab-box_4,0.5,ActionFollowPointing-agent_1,0.1,agent_2-actionshakehead
632,ActionPerform-drink,0.9,ActionPutOnto-box_4-key_5,0.5,ActionFollowPointing-agent_1,0.1,agent_2-actionplay-chess_3
633,ActionWait,0.9,ActionOpen-table_7,0.5,ActionUnlock-cup_3-banana_6,0.1,agent_2-actionmoveto-banana_6
634,ActionPlay-banana_6,0.9,ActionGiveTo-banana_6,0.5,ActionObserveAgent,0.1,agent_2-actiongrab-banana_6
635,ActionMoveToAttention,0.9,ActionPutInto-books_8-books_8,0.5,ActionPutDown-box_6,0.1,agent_2-actionmoveto-shelf_5
636,ActionObserveAgent-agent_1,0.9,ActionClose-books_8,0.5,ActionNodHead-agent_1,0.1,agent_2-actionopen-shelf_5
637,ActionWaveHand-agent_1,0.9,ActionPutInto-box_6-box_6,0.5,ActionRotateTo-box_6,0.1,agent_2-actionmoveto-box_6
638,ActionWaveHand-agent_1,0.9,ActionPutOnto-banana_4-banana_4,0.5,ActionPutInto-banana_4-banana_4,0.1,agent_2-actiongrab-banana_4
639,ActionShakeHead-agent_1,0.9,ActionMoveToAttention-agent_1,0.5,ActionMoveTo-chess_3,0.1,agent_2-actionmoveto-shelf_5
640,ActionFollowPointing-agent_1,0.9,ActionFollowPointing-agent_1,0.5,ActionWait,0.1,agent_2-actionputinto-banana_4
641,ActionSmash-books_7,0.9,ActionMoveToAttention-agent_1,0.5,ActionPerform-drink,0.1,agent_2-actionmovetoattention-agent_1
642,ActionPerform-eat,0.9,ActionGrab-banana_4,0.5,ActionClose-chess_3,0.1,agent_2-actionplay-chess_3
643,ActionEat-box_4,0.9,ActionUnlock-timer_5-box_4,0.5,ActionOpen-timer_5,0.1,agent_1-actionwait
644,ActionGiveTo-box_4,0.9,ActionUnlock-timer_5-timer_5,0.5,ActionPointTo-box_4,0.1,agent_1-actionmoveto-timer_5
645,ActionObserveAgent,0.9,ActionPlay-box_6,0.5,ActionWait,0.1,agent_1-actionopen-box_6
646,ActionClose-timer_5,0.9,ActionPointTo-box_4,0.5,ActionWait,0.1,agent_1-actiongrab-timer_5
647,ActionUnlock-timer_5-timer_5,0.9,ActionRotateTo-box_4,0.5,ActionOpen-timer_5,0.1,"agent_1-actionrotateto-[350.0, 336.0]"
648,ActionShakeHead-agent_2,0.9,ActionFollowPointing-agent_2,0.5,ActionClose-box_6,0.1,"agent_1-actionrotateto-[-686.0, -224.0]"
649,ActionEat-box_4,0.9,ActionPutOnto-box_6-timer_5,0.5,ActionShakeHead-agent_2,0.1,"agent_1-actionrotateto-[560.0, -154.0]"
650,ActionObserveAgent-agent_2,0.9,ActionPointTo-timer_5,0.5,ActionPerform-eat,0.1,agent_1-actionmovetoattention-agent_2
651,ActionEat-timer_5,0.9,ActionShakeHead-agent_2,0.5,ActionGiveTo-timer_5-agent_2,0.1,agent_1-actionshakehead
652,ActionPerform-drink,0.9,ActionUnlock-box_4-box_4,0.5,ActionPutInto-box_6-box_6,0.1,agent_1-actionmoveto-box_4
653,ActionPutDown,0.9,ActionNodHead,0.5,ActionMoveToAttention,0.1,agent_2-actionpointto-chess_3
654,ActionPutInto-box_5-box_5,0.9,ActionWait,0.5,ActionGrab-box_5,0.1,"agent_2-actionrotateto-[-294.0, -336.0]"
655,ActionPointTo-key_6,0.9,ActionGrab-box_5,0.5,ActionGiveTo-box_5-agent_1,0.1,"agent_2-actionrotateto-[532.0, -140.0]"
656,ActionObserveAgent-agent_1,0.9,ActionGiveTo-key_6-agent_1,0.5,ActionPutDown-box_5,0.1,agent_2-actionshakehead
657,ActionMoveToAttention-agent_1,0.9,ActionPlay-key_6-agent_1,0.5,ActionShakeHead-agent_1,0.1,agent_2-actionpointto-chess_3
658,ActionPerform-drink,0.9,ActionFollowPointing-agent_1,0.5,ActionPutInto-box_5-chess_3,0.1,agent_2-actionmovetoattention-agent_1
659,ActionPerform-drink,0.9,ActionClose-box_5,0.5,ActionPerform-drink,0.1,agent_2-actionpointto-chess_3
660,ActionGiveTo-box_5-agent_1,0.9,ActionFollowPointing-agent_1,0.5,ActionPutOnto-chess_3-key_6,0.1,agent_2-actionpointto-chess_3
661,ActionUnlock-box_5-box_5,0.9,ActionPutOnto-chess_3-table_7,0.5,ActionEat-key_6,0.1,agent_2-actionnodhead
662,ActionPutOnto-cup_4-chess_3,0.9,ActionGrab-box_5,0.5,ActionPutInto-box_5-box_5,0.1,agent_2-actionmoveto-chess_3
663,ActionSmash-shelf_4,0.9,ActionSmash-dumbbell_7,0.5,ActionMoveTo-XY,0.1,"agent_1-actionrotateto-[-672.0, -112.0]"
664,ActionObserveAgent-agent_2,0.9,ActionPlay-box_5-agent_2,0.5,ActionPointTo-shelf_4,0.1,"agent_1-actionrotateto-[-462.0, 364.0]"
665,ActionRotateTo-shelf_4,0.9,ActionPlay-dumbbell_7-agent_2,0.5,ActionSmash-box_5,0.1,agent_1-actionmoveto-shelf_4
666,ActionPlay-box_5-agent_2,0.9,ActionOpen-box_5,0.5,ActionFollowPointing-agent_2,0.1,agent_1-actionmoveto-box_5
667,ActionSmash-dumbbell_3,0.9,ActionSmash-dumbbell_3,0.5,ActionMoveToAttention-agent_2,0.1,agent_1-actionopen-box_5
668,ActionShakeHead,0.9,ActionPutInto-cup_3-box_4,0.5,ActionNodHead,0.1,agent_1-actionopen-box_4
669,ActionObserveAgent-agent_2,0.9,ActionSpeak-Thank you!,0.5,ActionFollowPointing-agent_2,0.1,agent_1-actionmoveto-agent_2
670,ActionEat-box_6,0.9,ActionPutOnto-box_4-key_5,0.5,ActionPutDown-box_6,0.1,agent_1-actionmoveto-box_6
671,ActionRotateTo-key_5,0.9,ActionPutInto-box_6-box_6,0.5,ActionPutOnto-box_4-box_4,0.1,agent_1-actionopen-box_6
672,ActionObserveAgent-agent_2,0.9,ActionPerform-drink,0.5,ActionWaveHand-agent_2,0.1,agent_1-actionmoveto-box_4
673,ActionMoveTo-agent_2,0.9,ActionPutInto-cup_3-box_4,0.5,ActionShakeHead-agent_2,0.1,agent_1-actionpointto-box_4
674,ActionPointTo-agent_2,0.9,ActionMoveTo-agent_2,0.5,ActionUnlock-box_4-box_4,0.1,agent_1-actionopen-box_4
675,ActionSmash,0.9,ActionClose,0.5,ActionPlay,0.1,agent_2-actionmoveto-shelf_4
676,ActionRotateTo-key_6,0.9,ActionShakeHead,0.5,ActionPerform-drink,0.1,agent_2-actionopen-shelf_4
677,ActionObserveAgent,0.9,ActionOpen-dumbbell_3,0.5,ActionNodHead,0.1,agent_2-actionmoveto-dumbbell_3
678,ActionNodHead,0.9,ActionShakeHead,0.5,ActionPointTo-shelf_4,0.1,"agent_2-actionmoveto-[294.0, -56.0]"
679,ActionRotateTo-box_5,0.9,ActionMoveToAttention,0.5,ActionSmash-key_6,0.1,agent_2-actionmoveto-box_5
680,ActionSpeak-Hello!,0.9,ActionWait,0.5,ActionGrab-dumbbell_3,0.1,agent_2-actiongrab-dumbbell_3
681,ActionRotateTo-key_6,0.9,ActionPerform-eat,0.5,ActionPutInto-shelf_4-shelf_4,0.1,agent_2-actionputinto-dumbbell_3
682,ActionShakeHead-agent_1,0.9,ActionEat-key_6,0.5,ActionFollowPointing-agent_1,0.1,agent_2-actionspeak-thank you!
683,ActionMoveToAttention-agent_1,0.9,ActionPerform-eat,0.5,ActionWaveHand-agent_1,0.1,agent_2-actionmoveto-shelf_4
684,ActionObserveAgent,0.9,ActionFollowPointing,0.5,ActionEat-chess_7,0.1,agent_1-actiongrab-key_3
685,ActionRotateTo-box_4,0.9,ActionObserveAgent-agent_2,0.5,ActionPointTo-key_3,0.1,agent_1-actionmoveto-box_6
686,ActionPointTo-chess_8,0.9,ActionWait,0.5,ActionNodHead-agent_2,0.1,agent_1-actionmoveto-box_4
687,ActionMoveToAttention-agent_2,0.9,ActionNodHead-agent_2,0.5,ActionSmash-key_3,0.1,agent_1-actionunlock-box_4
688,ActionWait,0.9,ActionMoveToAttention-agent_2,0.5,ActionOpen-chess_8,0.1,agent_1-actionrotateto-box_6
689,ActionUnlock-box_6-chess_8,0.9,ActionPutDown-chess_8,0.5,ActionObserveAgent-agent_2,0.1,agent_1-actionpointto-box_6
690,ActionWait,0.9,ActionRotateTo-chess_7,0.5,ActionOpen-key_3,0.1,agent_1-actionmoveto-box_6
691,ActionFollowPointing-agent_2,0.9,ActionPlay-chess_5-agent_2,0.5,ActionNodHead-agent_2,0.1,agent_1-actionplay-chess_5
692,ActionObserveAgent-agent_2,0.9,ActionShakeHead-agent_2,0.5,ActionClose-chess_8,0.1,agent_1-actiongrab-chess_5
693,ActionPutOnto-box_4-box_4,0.9,ActionShakeHead,0.5,ActionSmash-box_4,0.1,agent_2-actionmoveto-key_3
694,ActionPlay-box_4-agent_1,0.9,ActionWaveHand-agent_1,0.5,ActionShakeHead-agent_1,0.1,agent_2-actionmoveto-box_4
695,ActionOpen-box_4,0.9,ActionSpeak-Hello!,0.5,ActionOpen-box_4,0.1,agent_2-actionwait
696,ActionGrab-chess_8,0.9,ActionPutDown-key_3,0.5,ActionClose-box_4,0.1,agent_2-actionwait
697,ActionMoveTo-box_6,0.9,ActionWait,0.5,ActionOpen-box_4,0.1,agent_2-actionopen-box_4
698,ActionRotateTo-chess_8,0.9,ActionWaveHand-agent_1,0.5,ActionWaveHand-agent_1,0.1,agent_2-actiongrab-chess_8
699,ActionEat-key_3,0.9,ActionObserveAgent-agent_1,0.5,ActionOpen-chess_8,0.1,agent_2-actionmoveto-box_6
700,ActionPutDown-chess_7,0.9,ActionRotateTo-chess_8,0.5,ActionWaveHand-agent_1,0.1,agent_2-actionopen-box_6
701,ActionGrab-chess_7,0.9,ActionUnlock-box_4-chess_8,0.5,ActionRotateTo-agent_1,0.1,agent_2-actionmoveto-chess_7
702,ActionPutDown-chess_8,0.9,ActionSmash-chess_8,0.5,ActionPutDown-chess_8,0.1,agent_2-actionwait
703,ActionWaveHand-agent_2,0.9,ActionRotateTo-agent_2,0.5,ActionClose-key_3,0.1,agent_1-actionwait
704,ActionSmash-key_3,0.9,ActionMoveTo-agent_2,0.5,ActionFollowPointing-agent_2,0.1,agent_1-actionwait
705,ActionSpeak-Hello!,0.9,ActionPutOnto-key_3-box_4,0.5,ActionUnlock-box_4-key_3,0.1,agent_1-actionwait
706,ActionSmash-key_3,0.9,ActionClose-box_4,0.5,ActionEat-box_4,0.1,agent_1-actionwait
707,ActionGiveTo-box_4-agent_2,0.9,ActionMoveToAttention-agent_2,0.5,ActionMoveToAttention-agent_2,0.1,agent_1-actionwait
708,ActionPutOnto-key_3-key_3,0.9,ActionRotateTo-agent_2,0.5,ActionShakeHead-agent_2,0.1,agent_1-actionwait
709,ActionSmash-box_4,0.9,ActionClose-key_3,0.5,ActionShakeHead-agent_2,0.1,agent_1-actionwait
710,ActionNodHead-agent_2,0.9,ActionGiveTo-key_3-agent_2,0.5,ActionFollowPointing-agent_2,0.1,agent_1-actionwait
711,ActionGrab-key_3,0.9,ActionNodHead-agent_2,0.5,ActionGiveTo-box_4-agent_2,0.1,agent_1-actionwait
712,ActionMoveTo-XY,0.9,ActionPutDown-key_8,0.5,ActionMoveTo-table_10,0.1,agent_2-actionspeak-hello!
713,ActionMoveToAttention,0.9,ActionMoveToAttention,0.5,ActionRotateTo-cup_3,0.1,agent_2-actionrotateto-agent_1
714,ActionUnlock-box_4-table_10,0.9,ActionFollowPointing,0.5,ActionPutDown-table_9,0.1,agent_2-actionrotateto-box_4
715,ActionMoveToAttention,0.9,ActionMoveToAttention,0.5,ActionEat-key_8,0.1,agent_2-actionspeak-hello!
716,ActionUnlock-box_5-chess_6,0.9,ActionSpeak-Hello!,0.5,ActionPutDown-key_8,0.1,agent_2-actionrotateto-key_8
717,ActionPerform-eat,0.9,ActionSpeak-Thank you!,0.5,ActionShakeHead-agent_1,0.1,agent_2-actionrotateto-cup_3
718,ActionWaveHand-agent_1,0.9,ActionGiveTo-table_10-agent_1,0.5,ActionPutDown-key_8,0.1,agent_2-actionrotateto-box_4
719,ActionWait,0.9,ActionWait,0.5,ActionPutInto-box_4-table_9,0.1,"agent_1-actionmoveto-[56.0, -196.0]"
720,ActionWaveHand-agent_2,0.9,ActionSmash-box_4,0.5,ActionFollowPointing-agent_2,0.1,agent_1-actionmoveto-box_4
721,ActionClose-cup_3,0.9,ActionGiveTo-cup_3-agent_2,0.5,ActionPutOnto-table_9-cup_3,0.1,agent_1-actionmoveto-cup_3
722,ActionEat-table_9,0.9,ActionMoveTo-box_4,0.5,ActionOpen-cup_3,0.1,agent_1-actiongrab-cup_3
723,ActionShakeHead-agent_2,0.9,ActionObserveAgent-agent_2,0.5,ActionObserveAgent-agent_2,0.1,agent_1-actionmoveto-box_4
724,ActionEat-box_4,0.9,ActionWaveHand-agent_2,0.5,ActionSpeak-Thank you!,0.1,agent_1-actionopen-box_4
725,ActionClose-cup_3,0.9,ActionPutOnto-cup_3-cup_3,0.5,ActionRotateTo-cup_3,0.1,agent_1-actionputinto-cup_3
726,ActionObserveAgent,0.9,ActionRotateTo-box_6,0.5,ActionRotateTo-XY,0.1,agent_1-actionopen-box_6
727,ActionWait,0.9,ActionMoveToAttention,0.5,ActionWaveHand,0.1,"agent_1-actionrotateto-[630.0, -434.0]"
728,ActionWait,0.9,ActionPutDown-box_6,0.5,ActionGrab-box_6,0.1,agent_1-actionwait
729,ActionPutOnto-box_6-key_3,0.9,ActionPointTo-box_6,0.5,ActionMoveTo-key_3,0.1,"agent_1-actionrotateto-[-672.0, 280.0]"
730,ActionWaveHand-agent_2,0.9,ActionEat-key_3,0.5,ActionShakeHead-agent_2,0.1,agent_1-actionspeak-hello!
731,ActionSmash-box_6,0.9,ActionPerform-eat,0.5,ActionObserveAgent-agent_2,0.1,agent_1-actionmoveto-key_3
732,ActionRotateTo-key_3,0.9,ActionClose-key_3,0.5,ActionGrab-box_6,0.1,agent_1-actiongrab-key_3
733,ActionMoveToAttention-agent_2,0.9,ActionPutOnto-box_6-key_3,0.5,ActionGrab-box_6,0.1,agent_1-actiongrab-key_3
734,ActionClose-box_6,0.9,ActionWaveHand-agent_2,0.5,ActionWaveHand-agent_2,0.1,agent_1-actionmoveto-box_6
735,ActionNodHead-agent_2,0.9,ActionFollowPointing-agent_2,0.5,ActionFollowPointing-agent_2,0.1,agent_1-actionpointto-shelf_4
736,ActionNodHead-agent_2,0.9,ActionUnlock-shelf_4-shelf_4,0.5,ActionPutInto-shelf_4-shelf_4,0.1,agent_1-actionrotateto-shelf_4
737,ActionPutDown,0.9,ActionSpeak-Thank you!,0.5,ActionOpen,0.1,agent_2-actionmoveto-banana_5
738,ActionPutDown-banana_3,0.9,ActionPutOnto-banana_5-banana_5,0.5,ActionPutDown-box_6,0.1,agent_2-actionopen-box_6
739,ActionPlay-banana_5-agent_1,0.9,ActionSpeak-Hello!,0.5,ActionEat-banana_5,0.1,agent_2-actionperform-eat
740,ActionMoveToAttention-agent_1,0.9,ActionClose-box_6,0.5,ActionClose-box_6,0.1,agent_2-actionpointto-agent_1
741,ActionPutOnto-box_6-box_6,0.9,ActionRotateTo-banana_3,0.5,ActionFollowPointing-agent_1,0.1,agent_2-actionpointto-banana_5
742,ActionPutOnto-banana_5-box_6,0.9,ActionFollowPointing-agent_1,0.5,ActionPutInto-banana_5-banana_3,0.1,"agent_2-actionmoveto-[-462.0, -518.0]"
743,ActionShakeHead-agent_1,0.9,ActionPutInto-box_6-box_6,0.5,ActionShakeHead-agent_1,0.1,"agent_2-actionrotateto-[-223.99999999999994, 70.0]"
744,ActionPlay-box_5-agent_1,0.9,ActionMoveTo-agent_1,0.5,ActionPointTo-agent_1,0.1,agent_2-actionmoveto-shelf_4
745,ActionGiveTo-shelf_4-agent_1,0.9,ActionPutInto-key_3-shelf_4,0.5,ActionMoveTo-shelf_4,0.1,agent_2-actionopen-shelf_4
746,ActionPlay-books_6-agent_2,0.9,ActionOpen-books_6,0.5,ActionOpen-books_6,0.1,agent_1-actionmovetoattention-agent_2
747,ActionClose-chess_3,0.9,ActionObserveAgent-agent_2,0.5,ActionMoveToAttention-agent_2,0.1,agent_1-actionfollowpointing-agent_2
748,ActionUnlock-chess_3-chess_3,0.9,ActionObserveAgent-agent_2,0.5,ActionPutOnto-chess_3-chess_3,0.1,agent_1-actionmoveto-chess_3
749,ActionSmash-chess_3,0.9,ActionObserveAgent-agent_2,0.5,ActionPointTo-agent_2,0.1,agent_1-actionplay-chess_3
750,ActionPerform-drink,0.9,ActionWaveHand,0.5,ActionOpen-shelf_4,0.1,"agent_2-actionrotateto-[-406.0, 252.0]"
751,ActionGiveTo-shelf_4,0.9,ActionNodHead,0.5,ActionUnlock-shelf_4-banana_3,0.1,"agent_2-actionmoveto-[588.0, 98.0]"
752,ActionClose-shelf_4,0.9,ActionShakeHead-agent_1,0.5,ActionOpen-shelf_4,0.1,"agent_2-actionrotateto-[-504.0, -504.0]"
753,ActionFollowPointing-agent_1,0.9,ActionGiveTo-banana_3-agent_1,0.5,ActionRotateTo-XY,0.1,agent_2-actionspeak-hello!
754,ActionUnlock-shelf_5-banana_3,0.9,ActionPutOnto-shelf_4-banana_3,0.5,ActionPutInto-shelf_5-banana_3,0.1,agent_2-actionmovetoattention-agent_1
755,ActionRotateTo-banana_3,0.9,ActionPlay-banana_3-agent_1,0.5,ActionSmash-banana_3,0.1,agent_2-actionwait
756,ActionMoveToAttention-agent_1,0.9,ActionFollowPointing-agent_1,0.5,ActionClose-shelf_5,0.1,agent_2-actionmoveto-banana_3
757,ActionGiveTo-shelf_5-agent_1,0.9,ActionSmash-shelf_4,0.5,ActionPutOnto-shelf_4-banana_3,0.1,agent_2-actiongrab-banana_3
758,ActionRotateTo-shelf_4,0.9,ActionClose-shelf_4,0.5,ActionSpeak-Hello!,0.1,agent_2-actionmoveto-shelf_5
759,ActionPutDown,0.9,ActionPutOnto,0.5,ActionMoveToAttention-agent_1,0.1,agent_2-actionspeak-hello!
760,ActionMoveToAttention-agent_1,0.9,ActionFollowPointing-agent_1,0.5,ActionWaveHand-agent_1,0.1,agent_2-actionspeak-hello!
761,ActionNodHead-agent_1,0.9,ActionPointTo-agent_1,0.5,ActionPutOnto,0.1,agent_2-actionspeak-hello!
762,ActionOpen,0.9,ActionPerform-eat,0.5,ActionWait,0.1,agent_2-actionspeak-hello!
763,ActionPutDown-shelf_5,0.9,ActionGiveTo-shelf_5,0.5,ActionWait,0.1,agent_2-actionwait
764,ActionShakeHead-agent_1,0.9,ActionUnlock-box_6-shelf_5,0.5,ActionFollowPointing-agent_1,0.1,agent_2-actionwait
765,ActionGrab-shelf_5,0.9,ActionRotateTo-shelf_5,0.5,ActionSmash-key_7,0.1,agent_2-actionwait
766,ActionPlay-key_7-agent_1,0.9,ActionOpen-shelf_5,0.5,ActionMoveTo-box_6,0.1,agent_2-actionwait
767,ActionWaveHand-agent_1,0.9,ActionSpeak-Hello!,0.5,ActionPerform-drink,0.1,agent_2-actionwait
768,ActionUnlock-books_4-key_7,0.9,ActionSmash-box_6,0.5,ActionNodHead-agent_1,0.1,agent_2-actionwait
769,ActionEat-box_6,0.9,ActionSmash-box_6,0.5,ActionPerform-drink,0.1,agent_2-actionwait
770,ActionPutOnto-books_4-key_7,0.9,ActionMoveTo-agent_1,0.5,ActionFollowPointing-agent_1,0.1,agent_2-actionwait
771,ActionWait,0.9,ActionObserveAgent-agent_1,0.5,ActionRotateTo-dumbbell_3,0.1,agent_2-actionwait
772,ActionWait,0.9,ActionMoveTo-agent_1,0.5,ActionFollowPointing-agent_1,0.1,agent_2-actionwait
773,ActionPointTo-table_5,0.9,ActionPlay-box_4-agent_2,0.5,ActionWait,0.1,agent_1-actionwait
774,ActionPlay-table_5-agent_2,0.9,ActionGiveTo-box_4-agent_2,0.5,ActionMoveTo-table_5,0.1,agent_1-actionnodhead
775,ActionWaveHand-agent_2,0.9,ActionMoveToAttention-agent_2,0.5,ActionMoveToAttention-agent_2,0.1,agent_1-actionpointto-box_4
776,ActionObserveAgent-agent_2,0.9,ActionMoveToAttention-agent_2,0.5,ActionMoveToAttention-agent_2,0.1,agent_1-actionwait
777,ActionClose-box_5,0.9,ActionPlay-box_5,0.5,ActionPutOnto-box_4-box_5,0.1,agent_2-actionmoveto-box_5
778,ActionSmash-box_5,0.9,ActionPutOnto-box_5-box_4,0.5,ActionGrab-box_5,0.1,agent_2-actionopen-box_5
779,ActionWait,0.9,ActionOpen-box_4,0.5,ActionEat-dumbbell_3,0.1,agent_2-actionspeak-hello!
780,ActionUnlock-box_4-dumbbell_3,0.9,ActionEat-box_4,0.5,ActionGrab-box_4,0.1,agent_2-actionmoveto-box_4
781,ActionMoveTo-box_5,0.9,ActionGiveTo-box_5-agent_1,0.5,ActionPointTo-dumbbell_3,0.1,agent_2-actionopen-box_4
782,ActionUnlock-dumbbell_3-box_5,0.9,ActionPutInto-box_4-dumbbell_3,0.5,ActionPutDown-box_5,0.1,agent_2-actionmovetoattention-agent_1
783,ActionFollowPointing-agent_1,0.9,ActionWaveHand-agent_1,0.5,ActionClose-box_4,0.1,agent_2-actionwait
784,ActionGrab-box_5,0.9,ActionPointTo-box_4,0.5,ActionClose-dumbbell_3,0.1,agent_2-actionmoveto-box_4
785,ActionNodHead-agent_2,0.9,ActionEat-key_5,0.5,ActionSpeak-Thank you!,0.1,agent_1-actionwait
